1#1411812070#172.16.92.36*#/ninux/www/Ninux_rate_meter/#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024##24
405#1411935878#172.16.37.182*#/grafici.php#Mozilla/5.0 (X11; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0 Iceweasel/33.0#1280 x 1024#http://10.150.28.11/grafici.php#24
406#1411935898#172.16.37.182*#/grafici.php#Mozilla/5.0 (X11; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0 Iceweasel/33.0#1280 x 1024#http://10.150.28.11/grafici.php#24
407#1411935934#172.16.37.182*#/grafici.php#Mozilla/5.0 (X11; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0 Iceweasel/33.0#1280 x 1024#http://10.150.28.11/grafici.php#24
408#1411935941#172.16.37.182*#/grafici.php#Mozilla/5.0 (X11; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0 Iceweasel/33.0#1280 x 1024#http://10.150.28.11/grafici.php#24
409#1411935958#172.16.37.182*#/elenco_nodi.php#Mozilla/5.0 (X11; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0 Iceweasel/33.0#1280 x 1024#http://10.150.28.11/grafici.php#24
410#1411936581#172.16.92.36*#/ninux/www/Ninux_rate_meter/elenco_nodi.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
411#1411936708#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/elenco_nodi.php#24
412#1411936710#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
413#1411936714#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
414#1411936722#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
415#1411936742#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
416#1411936745#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
417#1411936807#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
418#1411936818#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
419#1411936821#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
420#1411936834#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
421#1411936844#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
422#1411936848#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
423#1411937802#172.16.92.36*#/ninux/www/Ninux_rate_meter/elenco_nodi.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
424#1411937838#172.16.92.36*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/elenco_nodi.php#24
425#1411937853#172.16.92.36*#/ninux/www/Ninux_rate_meter/elenco_nodi.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
426#1411937862#172.16.92.36*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/elenco_nodi.php#24
427#1411937873#172.16.92.36*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
428#1411938443#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
429#1411938446#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
430#1411938450#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
431#1411938456#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
432#1411938461#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
433#1411938465#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
434#1411938471#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
435#1411938475#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
436#1411938478#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
437#1411938481#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
438#1411938611#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
439#1411938614#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
440#1411938617#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
441#1411938620#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
442#1411938624#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
443#1411938660#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
444#1411938668#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
445#1411938670#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
446#1411938673#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
447#1411938677#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
448#1411938684#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
449#1411938687#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
450#1411938734#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
451#1411938749#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
452#1411938755#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
453#1411938760#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
454#1411938765#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
455#1411938920#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
456#1411938925#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
457#1411938929#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
458#1411938935#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
459#1411938937#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
460#1411938938#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
461#1411938940#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
462#1411938956#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
463#1411938960#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
464#1411938966#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
465#1411938970#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
466#1411938973#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
467#1411938977#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
468#1411938980#172.16.92.36*#/ninux/www/Ninux_rate_meter/index.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
469#1411938981#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/index.php#24
470#1411938986#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
471#1411938990#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
472#1411938993#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
473#1411938997#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
474#1411939025#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
475#1411939029#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
476#1411939032#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
477#1411939034#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
478#1411939037#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
479#1411967912#37.119.34.191*#/ninux/www/Ninux_rate_meter/elenco_nodi.php#Mozilla/5.0 (Linux; Android 4.1.2; GT-S6310N Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.131 Mobile Safari/537.36#320 x 480##24
480#1411967922#37.119.34.191*#/ninux/www/Ninux_rate_meter/elenco_nodi.php#Mozilla/5.0 (Linux; Android 4.1.2; GT-S6310N Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.131 Mobile Safari/537.36#320 x 480##24
481#1411967932#37.119.34.191*#/ninux/www/Ninux_rate_meter/elenco_nodi.php#Mozilla/5.0 (Linux; Android 4.1.2; GT-S6310N Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.131 Mobile Safari/537.36#320 x 480##24
482#1411967949#37.119.34.191*#/ninux/www/Ninux_rate_meter/elenco_nodi.php#Mozilla/5.0 (Linux; Android 4.1.2; GT-S6310N Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.131 Mobile Safari/537.36#320 x 480##24
483#1411974670#172.16.191.171*#/elenco_nodi.php#Mozilla/5.0 (X11; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0 Iceweasel/33.0#?#http://10.150.28.11/grafici.php#
484#1411982999#172.16.126.28*#/ninux/www/Ninux_rate_meter/#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900##24
485#1411983004#172.16.126.28*#/ninux/www/Ninux_rate_meter/elenco_nodi.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/#24
486#1411983804#172.16.126.28*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/elenco_nodi.php#24
487#1411983817#172.16.126.28*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
488#1411984598#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
489#1411984603#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
490#1411984613#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
491#1411984634#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
492#1411984641#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
493#1411984645#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
494#1411984652#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
495#1411984662#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
496#1411984745#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
497#1411984752#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
498#1411984757#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
499#1411984767#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
500#1411987597#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
501#1411987603#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
502#1411987610#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
503#1411987620#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
504#1411987626#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
505#1411987630#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
506#1411987636#172.16.126.28*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1536 x 900#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
